CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD ASISITENCIAL,CODPAT,DEPENDENCIA PATRIMONIAL,CODFU,DEPENDENCIA FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL
110239,HOSPITAL JEREZ PUERTA DEL SUR,"AV. PUERTA DEL SUR, S/N",956357100,,956357170,110201,Jerez de la Frontera,11,CÁDIZ,01,ANDALUCÍA,11408,98,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,rrhhcj@asisa.es,1,1,0,1,0,0,0,0,0,0,1,1,0
110248,HOSPITAL VIAMED BAHÍA DE CÁDIZ,"AYALA, 2",956533333,,956409057,110159,Chiclana de la Frontera,11,CÁDIZ,01,ANDALUCÍA,11130,46,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,gerencia@hospitalcmc.es,0,2,0,0,0,1,0,0,0,0,1,0,0
110259,HOSPITAL PUNTA DE EUROPA,"CARRETERA DE GETARES, S/N",956025000,,956025057,110048,Algeciras,11,CÁDIZ,01,ANDALUCÍA,11207,327,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,N,,N,N,N,,N,,3,0,1,1,0,0,0,2,1,0,2,0,7
110260,HOSPITAL VIAMED NOVO SANCTI PETRI,"URB. NOVO SANCTI PETRI, S/N",956495000,,956498415,110159,Chiclana de la Frontera,11,CÁDIZ,01,ANDALUCÍA,11130,37,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,gerente@clinicanovo.es,1,1,0,0,0,1,0,0,0,0,1,0,0
110271,CLÍNICA SERMAN - INSTITUTO MÉDICO,"Pº DE LA ROSALEDA, 40",956301211,,956317759,110201,Jerez de la Frontera,11,CÁDIZ,01,ANDALUCÍA,11405,41,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,jefeadministracion@clinicaserman.com,0,1,0,1,0,0,0,0,0,0,1,1,0
110282,HOSPITAL QUIRÓN CAMPO DE GIBRALTAR,"PARQUE EMPRESARIAL ""LAS MARISMAS DE PALMONES"", EDIFICIO ARTTYSUR",956798301,,,110086,"Barrios, Los",11,CÁDIZ,01,ANDALUCÍA,11379,64,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,,1,1,0,1,0,0,0,0,0,0,1,0,0
110293,HOSPITAL PUNTA EUROPA. UNIDAD DE CUIDADOS MEDIOS,"PASEO DE LA CONFERENCIA, S/N",956004900,,,110048,Algeciras,11,CÁDIZ,01,ANDALUCÍA,11207,0,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,S,110259,N,S,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
110305,HOSPITAL SAN CARLOS,"PASEO CAPITAN CONFORTO, S/N.",956598100,,,110316,San Fernando,11,CÁDIZ,01,ANDALUCÍA,11110,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,S,110012,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
110316,HOSPITAL DE LA LÍNEA DE LA CONCEPCIÓN,"RONDA NORTE, ESQ. C/ GABRIEL MIRÓ",956026500,,956026563,110223,"Línea de la Concepción, La",11,CÁDIZ,01,ANDALUCÍA,11300,243,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,S,N,N,,N,jesus.ros.sspa@juntadeandalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0
120017,HOSPITAL GENERAL UNIVERSITARIO DE CASTELLÓN,"AVENIDA BENICASIM, S/N",964725000,,964725026,120402,Castellón de la Plana/Castelló de la Plana,12,CASTELLÓN,10,COMUNIDAD VALENCIANA,12004,580,1,GENERAL,6,COMUNIDAD AUTÓNOMA,5,CONSELLERIA DE SANIDAD. G. VALENCIANA,S,N,N,,N,N,S,,N,sugerencias_dscs@gva.es,2,0,0,1,1,0,0,0,0,0,1,1,31
120038,HOSPITAL LA MAGDALENA,"CAMINO COLLET, 32",964356800,,964356835,120402,Castellón de la Plana/Castelló de la Plana,12,CASTELLÓN,10,COMUNIDAD VALENCIANA,12004,128,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,5,CONSELLERIA DE SANIDAD. G. VALENCIANA,N,N,N,,N,N,S,,N,monferrer_mar@gva.es,0,0,0,0,0,0,0,0,0,0,0,0,0
120043,CONSORCIO HOSPITALARIO PROVINCIAL DE CASTELLÓN,"AVENIDA DOCTOR CLARÁ, 19",964359700,964354303,964354301,120402,Castellón de la Plana/Castelló de la Plana,12,CASTELLÓN,10,COMUNIDAD VALENCIANA,12002,257,1,GENERAL,7,DIPUTACIÓN O CABILDO,5,CONSELLERIA DE SANIDAD. G. VALENCIANA,S,N,N,,N,N,S,,N,sanchis_joagara@gva.es,2,0,2,0,0,1,0,3,2,0,1,1,0
120115,HOSPITAL COMARCAL DE VINARÒS,"AVENIDA GIL DE ATROCILLO, S/N",964477000,,964400736,121384,Vinaròs,12,CASTELLÓN,10,COMUNIDAD VALENCIANA,12500,150,1,GENERAL,6,COMUNIDAD AUTÓNOMA,5,CONSELLERIA DE SANIDAD. G. VALENCIANA,S,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,1,0,0
120136,HOSPITAL UNIVERSITARIO DE LA PLANA,"CARRETERA VILA-REAL A BORRIANA, KM 0,5",964399775,,964399858,121359,Vila-real,12,CASTELLÓN,10,COMUNIDAD VALENCIANA,12540,258,1,GENERAL,6,COMUNIDAD AUTÓNOMA,5,CONSELLERIA DE SANIDAD. G. VALENCIANA,S,N,N,,N,N,N,,N,laplana@gva.es,2,0,0,0,1,0,0,0,0,0,1,0,0
120148,INSTITUTO DE TRAUMATOLOGIA DE UNIÓN DE MUTUAS (MATEPSS Nº 267),"AVENIDA VIRGEN DE LIDÓN, 67",964231212,,964230624,120402,Castellón de la Plana/Castelló de la Plana,12,CASTELLÓN,10,COMUNIDAD VALENCIANA,12004,28,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,N,N,N,,N,N,S,,N,jgsanchez@uniondemutuas.es,1,1,0,0,0,0,0,0,0,0,0,0,0
120159,HOSPITAL REY D. JAIME,"CALLE MARÍA ROSA MOLAS, 25",964726000,,964228000,120402,Castellón de la Plana/Castelló de la Plana,12,CASTELLÓN,10,COMUNIDAD VALENCIANA,12004,96,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,reydjaime@hospitales.nisa.es,1,1,0,0,0,0,0,0,0,0,1,1,0
120160,SERVICIOS SANITARIOS DEL CENTRO PENITENCIARIO DE CASTELLÓN II (ALBOCÀSSER),"CALLE ELS MASCARRELLS, S/N",964158500,964158507,964158536,120038,Albocàsser,12,CASTELLÓN,10,COMUNIDAD VALENCIANA,12140,64,16,OTRA FINALIDAD,4,MINISTERIO DE INTERIOR,14,ADMINISTRACIÓN PENITENCIARIA,N,N,N,,S,N,N,,N,medico.castellon2@dgip.mir.es,0,0,0,0,0,0,0,0,0,0,0,0,0
130034,SERVICIOS SANITARIOS Y ASISTENCIALES,"RONDA DEL CARMEN, S/N",926231276,,926252002,130343,Ciudad Real,13,CIUDAD REAL,08,CASTILLA-LA MANCHA,13002,85,6,PSIQUIÁTRICO,7,DIPUTACIÓN O CABILDO,16,DIPUTACIÓN O CABILDO,S,N,N,,N,N,S,,N,administracionssa@dipucr.es,0,0,0,0,0,0,0,0,0,0,0,0,0
130049,HOSPITAL QUIRÓNSALUD CIUDAD REAL,"ALISOS, 19",926255008,926255009,926250312,130343,Ciudad Real,13,CIUDAD REAL,08,CASTILLA-LA MANCHA,13002,47,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,ciudad.real@quironsalud.es,1,2,0,0,0,0,0,0,0,0,3,1,0
130052,HOSPITAL GENERAL LA MANCHA CENTRO,"AVENIDAD DE LA CONSTITUCIÓN, 3",926580500,,926547700,130052,Alcázar de San Juan,13,CIUDAD REAL,08,CASTILLA-LA MANCHA,13600,353,1,GENERAL,1,SEGURIDAD SOCIAL,31,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,S,N,N,,N,N,N,,N,gerencia.manchacentro@sescam.jccm.es,2,1,0,0,0,0,0,0,0,0,1,0,0
130065,HOSPITAL VIRGEN DE ALTAGRACIA,"AVENIDAD DON EMILIANO GARCÍA ROLDÁN, 2",926646000,,926614408,130533,Manzanares,13,CIUDAD REAL,08,CASTILLA-LA MANCHA,13200,118,1,GENERAL,1,SEGURIDAD SOCIAL,31,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,N,N,N,,N,N,N,,N,paguado@sescam.jccm.es,1,0,0,0,0,1,0,0,0,0,1,0,0
130071,HOSPITAL SANTA BÁRBARA,"C/ MALAGÓN, S/N",926421100,926431550,926415659,130718,Puertollano,13,CIUDAD REAL,08,CASTILLA-LA MANCHA,13500,141,1,GENERAL,1,SEGURIDAD SOCIAL,31,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,N,N,N,,N,N,N,,N,buzong@sescam.org,2,1,0,0,0,0,0,0,0,0,1,0,0
130087,HOSPITAL GENERAL DE VALDEPEÑAS,"AVDA. ESTUDIANTES, S/N",926320200,,,130874,Valdepeñas,13,CIUDAD REAL,08,CASTILLA-LA MANCHA,13300,103,1,GENERAL,1,SEGURIDAD SOCIAL,31,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,N,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,1,0,0
130127,HOSPITAL GENERAL DE CIUDAD REAL,"C/ OBISPO RAFAEL TORIJA, S/N",926278000,926278200,926278501,130343,Ciudad Real,13,CIUDAD REAL,08,CASTILLA-LA MANCHA,13005,564,1,GENERAL,6,COMUNIDAD AUTÓNOMA,31,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,S,N,N,,N,N,S,,N,cmpavon@sescam.jccm.es,3,1,2,1,1,0,0,2,2,1,2,1,45
130128,HOSPITAL GENERAL DE TOMELLOSO,"VEREDA DE SOCUÉLLAMOS, S/N",926525800,,,130821,Tomelloso,13,CIUDAD REAL,08,CASTILLA-LA MANCHA,13700,155,1,GENERAL,6,COMUNIDAD AUTÓNOMA,31,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,N,N,N,,N,N,N,,N,,1,1,0,0,0,0,0,0,0,0,1,0,0
140023,HOSPITAL UNIVERSITARIO REINA SOFÍA,"AV. MENÉNDEZ PIDAL, S/N",957010380,,957010340,140214,Córdoba,14,CÓRDOBA,01,ANDALUCÍA,14004,1233,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,S,N,,N,N,S,,N,gerencia.hrs.sspa@juntadeandalucia.es,4,3,3,4,1,0,0,0,1,1,3,2,67
140039,HOSPITAL LOS MORALES,"CTRA. DE LOS MORALES, S/N",957012042,,,140214,Córdoba,14,CÓRDOBA,01,ANDALUCÍA,14002,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,140023,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
140044,HOSPITAL MATERNO-INFANTIL DEL H.U. REINA SOFÍA,"AVDA. MENÉNDEZ PIDAL, S/N",957010380,,957010340,140214,Córdoba,14,CÓRDOBA,01,ANDALUCÍA,14004,0,5,MATERNO-INFANTIL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,140023,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
140060,HOSPITAL PROVINCIAL,"AV. MENÉNDEZ PIDAL, S/N",957011604,,957011600,140214,Córdoba,14,CÓRDOBA,01,ANDALUCÍA,14004,0,1,GENERAL,7,DIPUTACIÓN O CABILDO,2,SERVICIO ANDALUZ DE SALUD,S,N,S,140023,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
140076,HOSPITAL DE LA CRUZ ROJA DE CÓRDOBA,"Pº DE LA VICTORIA, S/N",957420666,,957293993,140214,Córdoba,14,CÓRDOBA,01,ANDALUCÍA,14004,138,1,GENERAL,11,PRIVADO-BENÉFICO (CRUZ ROJA),20,PRIVADO-BENÉFICO (CRUZ ROJA),N,N,N,,N,N,S,,N,,1,1,0,0,0,0,0,0,0,0,1,0,0
140082,HOSPITAL SAN JUAN DE DIOS DE CÓRDOBA,"AV. DEL BRILLANTE, 106",957274600,,957283010,140214,Córdoba,14,CÓRDOBA,01,ANDALUCÍA,14012,189,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,cordoba.hospital@sjd.es,1,1,0,1,0,0,0,1,0,0,1,1,0
140116,HOSPITAL INFANTA MARGARITA,"AV. DE GÓNGORA, S/N",957021300,,957021322,140137,Cabra,14,CÓRDOBA,01,ANDALUCÍA,14940,232,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,2,0,0
140121,HOSPITAL VALLE DE LOS PEDROCHES,"C/ JUAN DEL REY CALERO, S/N",957026306,,957026427,140543,Pozoblanco,14,CÓRDOBA,01,ANDALUCÍA,14400,124,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,1,0,8
140195,HOSPITAL DE MONTILLA,"CRTRA. MONTORO-PUENTE GENIL, KM 65,350",957022600,,957022606,140425,Montilla,14,CÓRDOBA,01,ANDALUCÍA,14550,92,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,1,0,0
140207,HOSPITAL LA ARRUZAFA-INSTITUTO DE OFTALMOLOGÍA,"AV. DE LA ARRUZAFA, 9",957767610,,957401407,140214,Córdoba,14,CÓRDOBA,01,ANDALUCÍA,14012,4,9,OFTÁLMICO U ORL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,rab@hospitalarruzafa.com,0,0,0,0,0,0,0,0,0,0,0,0,0
140218,HOSPITAL DE ALTA RESOLUCIÓN DE PUENTE GENIL,"C/ BURGOS, S/N",957615000,,957615060,140569,Puente Genil,14,CÓRDOBA,01,ANDALUCÍA,14500,24,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,1,0,0
140229,HOSPITAL DE ALTA RESOLUCIÓN VALLE DEL GUADIATO,"PARAJE CERRO DEL CAMELLO, S/N",957579100,,957579150,140522,Peñarroya-Pueblonuevo,14,CÓRDOBA,01,ANDALUCÍA,14200,17,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,1,0,0
140230,HOSPITAL GENERAL DEL H.U. REINA SOFÍA,"AVDA. MENÉNDEZ PIDAL, S/N",957010380,,957010340,140214,Córdoba,14,CÓRDOBA,01,ANDALUCÍA,14004,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,140023,S,N,S,,N,gerencia.hrs.sspa@juntadeandalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0
140241,HOSPITAL QUIRONSALUD CÓRDOBA,"AVDA. AEROPUERTO, 17",957410000,,,140214,Córdoba,14,CÓRDOBA,01,ANDALUCÍA,14004,115,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,S,N,S,,N,info.cor@quironsalud.es,1,1,0,1,0,0,0,0,0,0,1,1,0
150011,COMPLEXO HOSPITALARIO UNIVERSITARIO A CORUÑA,"JUBIAS DE ARRIBA, 84",981178000,,981178001,150308,"Coruña, A",15,A CORUÑA,12,GALICIA,15006,1341,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,S,N,,N,N,S,,N,,5,3,0,3,3,1,0,0,0,0,2,1,24
150026,HOSPITAL UNIVERSITARIO A CORUÑA,"JUBIAS DE ARRIBA, 84",981178000,,981178001,150308,"Coruña, A",15,A CORUÑA,12,GALICIA,15006,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,150011,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
150032,HOSPITAL TERESA HERRERA (MATERNO-INFANTIL),"JUBIAS DE ARRIBA, S/N",981178000,,981178001,150308,"Coruña, A",15,A CORUÑA,12,GALICIA,15006,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,150011,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
150047,HOSPITAL MARITIMO DE OZA,"JUBIAS DE ARRIBA, 1",981178000,,981178001,150308,"Coruña, A",15,A CORUÑA,12,GALICIA,15006,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,150011,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
150050,CENTRO ONCOLOXICO DE GALICIA,"DOCTOR CAMILO VEIRAS, 1",981287499,,981287122,150308,"Coruña, A",15,A CORUÑA,12,GALICIA,15009,56,8,ONCOLÓGICO,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,S,,S,CONTACTO@COG.ES,1,0,2,0,0,0,0,3,2,1,1,0,0
150063,HOSPITAL QUIRONSALUD A CORUÑA,"LONDRES, 2",981219800,,981133586,150308,"Coruña, A",15,A CORUÑA,12,GALICIA,15009,127,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,INFO.ACORUNA@QUIRONSALUD.ES,1,1,0,1,1,0,0,0,0,0,1,1,22
150079,HOSPITAL SAN RAFAEL,"JUBIAS DE ARRIBA, 82",981179000,,981283688,150308,"Coruña, A",15,A CORUÑA,12,GALICIA,15006,120,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,ADE@IMQSANRAFAEL.ES,1,0,0,1,1,0,0,0,0,0,1,1,32
150085,HOSPITAL HM MODELO,"VIRREY OSORIO, 30",981147300,,981264920,150308,"Coruña, A",15,A CORUÑA,12,GALICIA,15011,0,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,S,150354,N,N,S,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0
150102,MATERNIDAD HM BELEN,"FILANTROPIA, 3",981251600,,981255155,150308,"Coruña, A",15,A CORUÑA,12,GALICIA,15011,0,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,S,150354,N,N,S,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0
150124,HOSPITAL ABENTE Y LAGO,"GENERAL SIR JOHN MOORE, S/N",981178000,,981178001,150308,"Coruña, A",15,A CORUÑA,12,GALICIA,15001,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,150011,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
150130,COMPLEXO HOSPITALARIO UNIVERSITARIO DE FERROL,"RESIDENCIA, S/N",981334000,,981334015,150367,Ferrol,15,A CORUÑA,12,GALICIA,15405,457,1,GENERAL,1,SEGURIDAD SOCIAL,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,S,N,,N,N,N,,N,,3,1,0,0,0,0,0,0,0,0,1,2,16
150145,HOSPITAL UNIVERSITARIO ARQUITECTO MARCIDE,"RESIDENCIA, S/N",981334000,,981334015,150367,Ferrol,15,A CORUÑA,12,GALICIA,15405,0,1,GENERAL,1,SEGURIDAD SOCIAL,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,150130,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
150177,HOSPITAL JUAN CARDONA,"PARDO BAZAN, S/N",981312500,,981326604,150367,Ferrol,15,A CORUÑA,12,GALICIA,15406,150,1,GENERAL,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,N,,S,INFO@HJCARDONA.ORG,1,1,0,0,0,0,0,0,0,0,1,1,41
150183,HOSPITAL NAVAL,"PEGA (A), S/N",981339759,,,150367,Ferrol,15,A CORUÑA,12,GALICIA,15405,0,1,GENERAL,1,SEGURIDAD SOCIAL,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,150130,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
150200,COMPLEXO HOSPITALARIO UNIVERSITARIO DE SANTIAGO,"CHOUPANA (DA), S/N",981950000,,981950900,150780,Santiago de Compostela,15,A CORUÑA,12,GALICIA,15706,1395,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,S,N,,N,N,N,,N,,5,3,2,3,2,1,0,3,2,1,3,1,35
150217,HOSPITAL CLINICO UNIVERSITARIO DE SANTIAGO,"CHOUPANA (DA), S/N",981950000,,981950900,150780,Santiago de Compostela,15,A CORUÑA,12,GALICIA,15706,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,150200,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
150222,HOSPITAL GIL CASARES,"CHOUPANA (DA), S/N",981950000,,981950900,150780,Santiago de Compostela,15,A CORUÑA,12,GALICIA,15706,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,150200,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
150238,HOSPITAL MEDICO CIRURXICO DE CONXO,"RAMON BALTAR (DE), S/N",981951500,,981950900,150780,Santiago de Compostela,15,A CORUÑA,12,GALICIA,15706,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,150200,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
150243,HOSPITAL PSIQUIATRICO DE CONXO,"MARTIN HERRERA (DE), 002",981951900,,981951901,150780,Santiago de Compostela,15,A CORUÑA,12,GALICIA,15706,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,150200,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
150256,HOSPITAL HM ESPERANZA,"BURGAS (DAS), 2",981552200,,981158248,150780,Santiago de Compostela,15,A CORUÑA,12,GALICIA,15705,0,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,S,150365,N,N,N,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0
150269,HOSPITAL HM ROSALEDA,"SANTIAGO LEON DE CARACAS (DE), 1",981551200,,,150780,Santiago de Compostela,15,A CORUÑA,12,GALICIA,15701,0,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,S,150365,N,N,N,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0
150308,SANATORIO LA ROBLEDA,"SANTISO, S/N",981585811,,981585860,150660,"Pino, O",15,A CORUÑA,12,GALICIA,15821,96,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,,0,0,0,0,0,0,0,0,0,0,0,0,0
150336,HOSPITAL DA BARBANZA (*),"SALMON, S/N",981835985,,981835999,150737,Ribeira,15,A CORUÑA,12,GALICIA,15993,81,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,N,N,N,,N,N,N,,N,,1,1,0,0,0,0,0,0,0,0,1,0,19
150341,HOSPITAL VIRXE DA XUNQUEIRA (*),"ALCALDE PEPE SANCHEZ, 7",981706010,,981706198,150238,Cee,15,A CORUÑA,12,GALICIA,15270,74,1,GENERAL,6,COMUNIDAD AUTÓNOMA,7,SERVICIO GALLEGO DE SALUD-SERGAS,N,N,N,,N,N,N,,N,,1,1,0,0,0,0,0,0,0,0,1,0,4
150354,HM MODELO (GRUPO),"VIRREY OSORIO, 30",981147300,,981264920,150308,"Coruña, A",15,A CORUÑA,12,GALICIA,15011,146,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,S,N,,N,N,S,,S,SPEDREDO@HMHOSPITALES.COM,1,1,1,1,1,0,0,0,1,1,1,1,0
150365,HOSPITAL HM ROSALEDA - HM LA ESPERANZA,"SANTIAGO LEON DE CARACAS (DE), 1",981551200,981551225,981563592,150780,Santiago de Compostela,15,A CORUÑA,12,GALICIA,15701,119,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,S,N,,S,N,N,,S,SECRETARIA.DIRECCION.HMGR@HMHOSPITALES.COM,2,3,0,0,0,0,0,0,0,0,1,1,33
160014,HOSPITAL VIRGEN DE LA LUZ,"HERMANDAD DONANTES DE SANGRE, 1",969179900,969179909,,160783,Cuenca,16,CUENCA,08,CASTILLA-LA MANCHA,16002,388,1,GENERAL,1,SEGURIDAD SOCIAL,31,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,S,N,N,,N,N,S,,N,pguardial@sescam.jccm.es,3,1,0,0,0,0,0,0,1,0,1,0,17
160053,HOSPITAL RECOLETAS CUENCA S.L.U.,"AVDA. SAN JULIÁN, 1",969240559,969232500,969213752,160783,Cuenca,16,CUENCA,08,CASTILLA-LA MANCHA,16003,30,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,olga.barrios.aj@gruporecoletas.com,1,1,0,0,0,0,0,0,0,0,2,1,0
170010,HOSPITAL UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,"AV FRANÇA, S/N",972940200,972202700,972940270,170792,Girona,17,GIRONA,09,CATALUÑA,17007,431,1,GENERAL,1,SEGURIDAD SOCIAL,3,INSTITUTO CATALÁN DE LA SALUD,S,N,N,,N,N,S,,Xhup,gerencia@htrueta.scs.es,4,1,1,1,1,0,0,0,0,0,0,0,12
